Family;ScientificName;Author;Collector;centroid_Longitude;centroid_Latitude;Elevation;Date;Location;Description;Herbarium;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck;popup;spaced_Longitude;spaced_Latitude;Source;Page;rid
NA;Borreria setidens;(Miq.) Bold.;G.Murata 17536;NA;NA;NA;1973-08-03;NA;NA;Bangkok;Spermacoce setidens;Rubiaceae;Angiosperm;wfo-0000312741;species;Accepted;Boerl.;FALSE;"<ul>
	<li>Species  : <i>Spermacoce setidens</i> Boerl.</li>
	<li>Family   : Rubiaceae</li>
	<li>Author   : (Miq.) Bold.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;317
Adiantaceae;Adiantum;NA;K.Chayamarit 2773;102,184600000000;12,0337000000000;80;2001-03-22;SCATTERED ALONG STREAM.;NA;Bangkok;Adiantum;Pteridaceae;Pteridophytes;wfo-4000000695;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Adiantum</i> L.</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 80</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,184600000000;12,0337000000000;NA;NA;318
Adiantaceae;Cheilenthes tenuifolia;Bw.;G.Murata 17492;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, HEAR SEA LEVEL.;NA;Bangkok;Hemionitis tenuifolia;Pteridaceae;Pteridophytes;wfo-0001422415;species;Accepted;(Burm.f.) Christenh.;FALSE;"<ul>
	<li>Species  : <i>Hemionitis tenuifolia</i> (Burm.f.) Christenh.</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : Bw.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-02</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;319
Adiantaceae;Taenitis blechnoides;(Willd.) Sw.;C.Niyomdham 3203;NA;NA;NA;1992-09-04;TERRESTRIAL FERN.;NA;Bangkok;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Taenitis blechnoides</i> (Willd.) Sw.</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : (Willd.) Sw.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1992-09-04</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;320
Adiantaceae;Taenitis blichnoides;(Willd) Sw.;G.Murata 17494;NA;NA;NA;1973-08-02;IN EVERGREEN FOREST, NEAR SEA LEVEL.;NA;Bangkok;Taenitis blechnoides;Pteridaceae;Pteridophytes;wfo-0001117744;species;Accepted;(Willd.) Sw.;TRUE;"<ul>
	<li>Species  : <i>Taenitis blechnoides</i> (Willd.) Sw.</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : (Willd) Sw.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-02</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;321
Adiantaceae;Taenitis;NA;C.F.vanBeusekom 3168;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. GREGARIOUS. SPORANGIA DARK PURPLISH BROWN.;NA;Bangkok;Taenitis;Pteridaceae;Pteridophytes;wfo-4000037440;genus;Accepted;Willd. ex Schkuhr;TRUE;"<ul>
	<li>Species  : <i>Taenitis</i> Willd. ex Schkuhr</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;322
Adiantaceae;Taenitis;NA;R.Geesink 6660;102,400000000000;12,0000000000000;30;1974-05-10;EVERGREEN FOREST ON BASALT HILL, OPEN DRY PLACE. TERRESTRIAL FERN IN UNDERSTORE. RHIZONE BROWN HAIRY RACHIS BROWN SHINING. SORI DARK REDBROWN.;NA;Bangkok;Taenitis;Pteridaceae;Pteridophytes;wfo-4000037440;genus;Accepted;Willd. ex Schkuhr;TRUE;"<ul>
	<li>Species  : <i>Taenitis</i> Willd. ex Schkuhr</li>
	<li>Family   : Pteridaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 1974-05-10</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;323
Anacardiaceae;Bouea oppositifolia;NA;R.Geesink 6598;102,400000000000;12,0000000000000;30;1974-05-07;"LAT. 12 DEGREE NORTH. LON. 102 DEGREE 40 LIPDA EAST. EVERGREEN FOREST ON GRANITC HILL. TREE, 15 M. GIRTH 15 CM. FWS. YELLOW, ACID BITER TASTE FLESH YELLOW, FIBROUS; SEED VIOLET IN CROSSSECTION. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHER";NA;Bangkok;Bouea oppositifolia;Anacardiaceae;Angiosperm;wfo-0000569874;species;Accepted;(Roxb.) Adelb.;FALSE;"<ul>
	<li>Species  : <i>Bouea oppositifolia</i> (Roxb.) Adelb.</li>
	<li>Family   : Anacardiaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 1974-05-07</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;324
Ancistrocladaceae;Ancistrocladus tectorius;(Lour.) Merr;V.Chamchumroon 1155;NA;NA;100;2001-07-03;"CLIMBER; IN SECONDARY EVERGREEN FOREST.";NA;Bangkok;Ancistrocladus tectorius;Ancistrocladaceae;Angiosperm;wfo-0000970482;species;Accepted;(Lour.) Merr.;TRUE;"<ul>
	<li>Species  : <i>Ancistrocladus tectorius</i> (Lour.) Merr.</li>
	<li>Family   : Ancistrocladaceae</li>
	<li>Author   : (Lour.) Merr</li>
	<li>Elevation: 100</li>
	<li>Date     : 2001-07-03</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;325
Annonaceae;NA;NA;C.F.vanBeusekom 3169;102,400000000000;12,0000000000000;NA;1970-03-11;NA;NA;Bangkok;NA;NA;NA;NA;NA;NA;NA;FALSE;"<ul>
	<li>Species  : <i>NA</i> NA</li>
	<li>Family   : NA</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;326
Annonaceae;Artabotrys;NA;T.Wongprasert 28;NA;NA;20;2001-03-24;"CLIMBER ON TREE UPTO CA. 10 M. HIGH; UNCOMMON BY THE EDGE OF SEASONAL RAIN FOREST; OVERLEAVES GLOSSY; FR. DULL GREEN.";NA;Bangkok;Artabotrys;Annonaceae;Angiosperm;wfo-4000003139;genus;Accepted;R.Br.;TRUE;"<ul>
	<li>Species  : <i>Artabotrys</i> R.Br.</li>
	<li>Family   : Annonaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 20</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;327
Annonaceae;Artabotrys;NA;T.Wongprasert 28;NA;NA;20;2001-03-24;"CLIMBER ON TREE UPTO CA. 10 M. HIGH; UNCOMMON BY THE EAGE OF SEASONAL RAIN FOREST; OVERLEAVES GLOSSY; FR. DULL GREEN.";NA;Bangkok;Artabotrys;Annonaceae;Angiosperm;wfo-4000003139;genus;Accepted;R.Br.;TRUE;"<ul>
	<li>Species  : <i>Artabotrys</i> R.Br.</li>
	<li>Family   : Annonaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 20</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;328
Annonaceae;Uvaria grandiflora;Flava Teijsm & Binn.;C.Niyomdham 3250;NA;NA;NA;1992-09-05;"SCANDENT SHRUB; FLOWERS RED.";NA;Bangkok;Uvaria grandiflora;Annonaceae;Angiosperm;wfo-0000416394;species;Accepted;Roxb. ex Hornem.;TRUE;"<ul>
	<li>Species  : <i>Uvaria grandiflora</i> Roxb. ex Hornem.</li>
	<li>Family   : Annonaceae</li>
	<li>Author   : Flava Teijsm & Binn.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1992-09-05</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;329
Apocynaceae;Parameria;NA;T.Wongprasert 20;NA;NA;20;2001-03-24;"CLIMBER COMMON BY THE STREAM IN MIXED DECIDUOUS FOREST; LVS. CHARTACEOUS; ALL PARTS C MILKY EXUDATE; FL. CREAMY WHITE; FRAGRANT.";NA;Bangkok;Urceola;Apocynaceae;Angiosperm;wfo-4000039816;genus;Accepted;Roxb.;TRUE;"<ul>
	<li>Species  : <i>Urceola</i> Roxb.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 20</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;330
Apocynaceae;Parameria;NA;T.Wongprasert 20;NA;NA;20;2001-03-24;"CLIMBER COMMON BY THE STREAM IN MIXED DECIDUOUS FOREST; LVS. CHARTACEOUS; ALL PARTS C MILTY EXUDATE; FL. CREAMY WHITE; FRAGRANT.";NA;Bangkok;Urceola;Apocynaceae;Angiosperm;wfo-4000039816;genus;Accepted;Roxb.;TRUE;"<ul>
	<li>Species  : <i>Urceola</i> Roxb.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 20</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;331
Apocynaceae;Tabernaemontana peduncularis;Wall.;T.Wongprasert 16;NA;NA;50;2001-03-24;"SHRUB UPTO CA. 1. M. HIGH; COMMON IN SEASONAL RAIN FOREST BY THE STREAM; FL. WHITE";NA;Bangkok;Tabernaemontana peduncularis;Apocynaceae;Angiosperm;wfo-0000320049;species;Accepted;Wall.;TRUE;"<ul>
	<li>Species  : <i>Tabernaemontana peduncularis</i> Wall.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : Wall.</li>
	<li>Elevation: 50</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;332
Apocynaceae;Tabernaemontana peduncularis;Wall.;T.Wongprasert 16;NA;NA;50;2001-03-24;"SHRUB UPTO CA. 1. M. HIGH; COMMON IN SEASONAL RAIN FOREST BY THE STREAM; FL. WHITE";NA;Bangkok;Tabernaemontana peduncularis;Apocynaceae;Angiosperm;wfo-0000320049;species;Accepted;Wall.;TRUE;"<ul>
	<li>Species  : <i>Tabernaemontana peduncularis</i> Wall.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : Wall.</li>
	<li>Elevation: 50</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;333
Apocynaceae;Tabernaemontana;NA;K.Chayamarit 2903;102,183500000000;12,0255000000000;30;2001-03-24;SHRUB C. 3 M TALL. FLOWER WHITISH. FRUIT ORANGE- REDDISH.;NA;Bangkok;Tabernaemontana;Apocynaceae;Angiosperm;wfo-4000037395;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Tabernaemontana</i> L.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";102,183500000000;12,0255000000000;NA;NA;334
Apocynaceae;Tabernaemontana;NA;K.Chayamarit 2903;102,183500000000;12,0255000000000;30;2001-03-24;SHRUB C. 3 M TALL. FLOWER WHITISH. FRUIT ORANGE- REDDISH.;NA;Bangkok;Tabernaemontana;Apocynaceae;Angiosperm;wfo-4000037395;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Tabernaemontana</i> L.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 2001-03-24</li>
	<li>Source   : BKF</li>
</ul>";102,183500000000;12,0255000000000;NA;NA;335
Apocynaceae;Willughbeia edulis;Roxb.;B.Sangkhachand 368;NA;NA;NA;1955-03-16;LIANE, COVERED TREES IN EVERGREEN FOREST. FLOWERS YELLOWISH, SCENTED.;NA;Bangkok;Willughbeia edulis;Apocynaceae;Angiosperm;wfo-0000334372;species;Accepted;Roxb.;TRUE;"<ul>
	<li>Species  : <i>Willughbeia edulis</i> Roxb.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : Roxb.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1955-03-16</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;336
Araceae;Arisaema;NA;R.Geesink 6656;102,400000000000;12,0000000000000;30;1974-05-10;LOC. KOH MAI SEE, 5 KM S. OF KOH CHANF- EVERGREEN FOREST ON BASALT HILL, OPEN DRY PLACE.;NA;Bangkok;Arisaema;Araceae;Angiosperm;wfo-4000003046;genus;Accepted;Mart.;TRUE;"<ul>
	<li>Species  : <i>Arisaema</i> Mart.</li>
	<li>Family   : Araceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 1974-05-10</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;337
Araceae;Pseudodracontinm lacourii;NA;T.Smitinand 5646;NA;NA;5;1959-04-03;TUBEROUS HERB, COMMON ON ROCKS BY STREAM. FLOWERS WHITE. SPATHE GREENISH. STEM PINKISH.;NA;Bangkok;Amorphophallus lacourii;Araceae;Angiosperm;wfo-0000964481;species;Accepted;Linden & André;TRUE;"<ul>
	<li>Species  : <i>Amorphophallus lacourii</i> Linden & André</li>
	<li>Family   : Araceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 5</li>
	<li>Date     : 1959-04-03</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;338
Araceae;Pseudodracontium;NA;K.Chayamarit 2792;102,184600000000;12,0337000000000;80;2001-03-22;HERB SCATTERED NEAR ROCK. SPATHE PALE GREENISH. SPADIX YELLOWISH.;NA;Bangkok;Amorphophallus;Araceae;Angiosperm;wfo-4000001656;genus;Accepted;Blume ex Decne.;TRUE;"<ul>
	<li>Species  : <i>Amorphophallus</i> Blume ex Decne.</li>
	<li>Family   : Araceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 80</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,184600000000;12,0337000000000;NA;NA;339
Araceae;Pseudodracontium;NA;K.Chayamarit 2792;102,184600000000;12,0337000000000;80;2001-03-22;HERB SCATTERED NEAR ROCK. SPATHE PALE GREENISH. SPADIX YELLOWISH.;NA;Bangkok;Amorphophallus;Araceae;Angiosperm;wfo-4000001656;genus;Accepted;Blume ex Decne.;TRUE;"<ul>
	<li>Species  : <i>Amorphophallus</i> Blume ex Decne.</li>
	<li>Family   : Araceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 80</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,184600000000;12,0337000000000;NA;NA;340
Araceae;Pseudodracontium;NA;K.Chayamarit 2792;102,184600000000;12,0337000000000;80;2001-03-22;HERB SCATTERED NEAR ROCK. SPATHE PALE GREENISH. SPADIX YELLOWISH.;NA;Bangkok;Amorphophallus;Araceae;Angiosperm;wfo-4000001656;genus;Accepted;Blume ex Decne.;TRUE;"<ul>
	<li>Species  : <i>Amorphophallus</i> Blume ex Decne.</li>
	<li>Family   : Araceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 80</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,184600000000;12,0337000000000;NA;NA;341
Asclepiadaceae;Dischidia hirsuta;NA;B.Sangkhachand 387;NA;NA;NA;1955-03-27;CLIMBER, COMMON IN EVERGREEN FOREST, COVERED TREES. FLOWERS RED.;NA;Bangkok;Dischidia hirsuta;Apocynaceae;Angiosperm;wfo-0000651671;species;Accepted;(Blume) Decne.;TRUE;"<ul>
	<li>Species  : <i>Dischidia hirsuta</i> (Blume) Decne.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1955-03-27</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;342
Asclepiadaceae;Dischidia rafflesiana;Wall.;C.F.vanBeusekom 3153;102,400000000000;12,0000000000000;NA;1970-03-10;SANDY BEACH. CLIMBER IN LOW SHRUBS OR DEAD WOOD ALONG BEACH. FLS. GREENISH.;NA;Bangkok;Dischidia major;Apocynaceae;Angiosperm;wfo-0000651699;species;Accepted;(Vahl) Merr.;TRUE;"<ul>
	<li>Species  : <i>Dischidia major</i> (Vahl) Merr.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : Wall.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-10</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;343
Asclepiadaceae;Dischidia;NA;K.Chayamarit 2754;102,175400000000;12,0705000000000;100;2001-03-22;FLOWER REDDISH.;NA;Bangkok;Dischidia;Apocynaceae;Angiosperm;wfo-4000012122;genus;Accepted;R.Br.;TRUE;"<ul>
	<li>Species  : <i>Dischidia</i> R.Br.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 100</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,175400000000;12,0705000000000;NA;NA;344
Asclepiadaceae;Dischidia;NA;K.Chayamarit 2754;102,175400000000;12,0705000000000;100;2001-03-22;FLOWER REDDISH.;NA;Bangkok;Dischidia;Apocynaceae;Angiosperm;wfo-4000012122;genus;Accepted;R.Br.;TRUE;"<ul>
	<li>Species  : <i>Dischidia</i> R.Br.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 100</li>
	<li>Date     : 2001-03-22</li>
	<li>Source   : BKF</li>
</ul>";102,175400000000;12,0705000000000;NA;NA;345
Asclepiadaceae;Hoya parasitica;NA;T.Smitinand 2220;NA;NA;5;1955-02-19;EPIPHYTIC PLANT, COMMON ON TREE BY SEA. FLOWERS CREAM COLOUR, SCENTED.;NA;Bangkok;Hoya parasitica;Apocynaceae;Angiosperm;wfo-0000725442;species;Unchecked;Wall. ex Traill;TRUE;"<ul>
	<li>Species  : <i>Hoya parasitica</i> Wall. ex Traill</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 5</li>
	<li>Date     : 1955-02-19</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;346
Asclepiadaceae;Streptocaulon juventas;NA;R.Geesink 6252;102,100000000000;12,2000000000000;30;1973-08-03;HILL EVERGREEN FOREST ON GRANITE STONE. TWINER NEAR RIVER, OLD TWIGS BROWN. COROLLA GREEN OUTSIDE, INSIDE PURPLE RED. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY NUFFIC, NETHERL;NA;Bangkok;Streptocaulon juventas;Apocynaceae;Angiosperm;wfo-0001104390;species;Accepted;(Lour.) Merr.;TRUE;"<ul>
	<li>Species  : <i>Streptocaulon juventas</i> (Lour.) Merr.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 30</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";102,100000000000;12,2000000000000;NA;NA;347
Asclepiadaceae;Tylophora indica;NA;R.Geesink 6283;102,100000000000;12,2000000000000;0;1973-08-03;ALONG BEACH. SHRUBBY ZONE JUST BEHIND PES- CAPRAE ZONE. HERBACEOUS CLIMBER. COROLLA YELLOWISH GREEN.;NA;Bangkok;Vincetoxicum indicum;Apocynaceae;Angiosperm;wfo-0001424572;species;Accepted;(Burm.f.) Mabb.;TRUE;"<ul>
	<li>Species  : <i>Vincetoxicum indicum</i> (Burm.f.) Mabb.</li>
	<li>Family   : Apocynaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";102,100000000000;12,2000000000000;NA;NA;348
Begoniaceae;Begonia;NA;R.Geesink 6275;102,100000000000;12,2000000000000;NA;1973-08-03;EVERGREEN FOREST. EPILITHIC. NERVES ON UNDERSURFACE OF LEAVES PURPLE RED. COROLLA WHITE. FR. WITH 3 UNEQUAL WINGS, THESE RED WHERE CONNECTED WITH FRUIT. COLOURSLIDE IN L. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBA;NA;Bangkok;Begonia;Begoniaceae;Angiosperm;wfo-4000004308;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Begonia</i> L.</li>
	<li>Family   : Begoniaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";102,100000000000;12,2000000000000;NA;NA;349
Begoniaceae;Begonia;NA;C.Niyomdham 3220;NA;NA;NA;1992-09-04;"HERB, FLOWERS WHITE; FRUIT PINK.";NA;Bangkok;Begonia;Begoniaceae;Angiosperm;wfo-4000004308;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Begonia</i> L.</li>
	<li>Family   : Begoniaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1992-09-04</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;350
Begoniaceae;Begonia;NA;C.Niyomdham 3220;NA;NA;NA;1992-09-04;"HERB, FLOWERS WHITE; FRUIT PINK.";NA;Bangkok;Begonia;Begoniaceae;Angiosperm;wfo-4000004308;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Begonia</i> L.</li>
	<li>Family   : Begoniaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1992-09-04</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;351
Blechnaceae;Blechnum orientale;Linn.;C.F.vanBeusekom 3181;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY GROWTH. BETWEEN STONES IN STREAMBED. BIG OLD RHIZOME.;NA;Bangkok;Blechnum orientale;Blechnaceae;Pteridophytes;wfo-0001107240;species;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Blechnum orientale</i> L.</li>
	<li>Family   : Blechnaceae</li>
	<li>Author   : Linn.</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;352
Blechnaceae;Blechnum;NA;K.Chayamarit 2831;102,185000000000;12,0356000000000;100;2001-03-23;FERN SCATTERED ON ROCK.;NA;Bangkok;Blechnum;Blechnaceae;Pteridophytes;wfo-4000004744;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Blechnum</i> L.</li>
	<li>Family   : Blechnaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 100</li>
	<li>Date     : 2001-03-23</li>
	<li>Source   : BKF</li>
</ul>";102,185000000000;12,0356000000000;NA;NA;353
Blechnaceae;Blechnum;NA;K.Chayamarit 2831;102,185000000000;12,0356000000000;100;2001-03-23;FERN SCATTERED ON ROCK.;NA;Bangkok;Blechnum;Blechnaceae;Pteridophytes;wfo-4000004744;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Blechnum</i> L.</li>
	<li>Family   : Blechnaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 100</li>
	<li>Date     : 2001-03-23</li>
	<li>Source   : BKF</li>
</ul>";102,185000000000;12,0356000000000;NA;NA;354
Celastraceae;Hippocratea;NA;C.F.vanBeusekom 3177;102,400000000000;12,0000000000000;NA;1970-03-11;DRY EVERGREEN FOREST AND SECONDARY ROWTH. WOODY CLIMBER IN TREE. FWS GREEN. EXPEDITION OF THE RIJKSHERBARIUM, LEIDEN, NETHERLANDS, AND THE FOREST HERBARIUM, BANGKOK, THAILAND, SPONSORED BY DITH, NETHERLANDS, AND THE THAI GOVERNMENT.;NA;Bangkok;Hippocratea;Celastraceae;Angiosperm;wfo-4000017959;genus;Accepted;L.;TRUE;"<ul>
	<li>Species  : <i>Hippocratea</i> L.</li>
	<li>Family   : Celastraceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1970-03-11</li>
	<li>Source   : BKF</li>
</ul>";102,400000000000;12,0000000000000;NA;NA;355
Chrysobalanaceae;Parinari anamense;Hance.;B.Sangkhachand 329;NA;NA;20;1955-02-19;TREE 10 M TALL, 70 CM GIRTH. FLOWERS WHITE, SCENTED. BARK FERROWED, INNERBARK PINK.;NA;Bangkok;Parinari anamensis;Chrysobalanaceae;Angiosperm;wfo-0000817702;species;Accepted;Hance;TRUE;"<ul>
	<li>Species  : <i>Parinari anamensis</i> Hance</li>
	<li>Family   : Chrysobalanaceae</li>
	<li>Author   : Hance.</li>
	<li>Elevation: 20</li>
	<li>Date     : 1955-02-19</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;356
Combretaceae;Lumnitzera racemosa;NA;R.Geesink 6286;102,100000000000;12,2000000000000;0;1973-08-03;MANGROVE THICKET. TREELET UP TO 4 M. COROLLA WHITE.;NA;Bangkok;Lumnitzera racemosa;Combretaceae;Angiosperm;wfo-0000358860;species;Accepted;Willd.;TRUE;"<ul>
	<li>Species  : <i>Lumnitzera racemosa</i> Willd.</li>
	<li>Family   : Combretaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: 0</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";102,100000000000;12,2000000000000;NA;NA;357
Commelinaceae;Polia;NA;C.Niyomdham 3275;NA;NA;NA;1992-09-07;HERB, FLOWERS WHITE.;NA;Bangkok;Pollia;Commelinaceae;Angiosperm;wfo-4000030657;genus;Accepted;Thunb.;TRUE;"<ul>
	<li>Species  : <i>Pollia</i> Thunb.</li>
	<li>Family   : Commelinaceae</li>
	<li>Author   : NA</li>
	<li>Elevation: NA</li>
	<li>Date     : 1992-09-07</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;358
Compositae;Vernonia cinerea;(L.) Less;G.Murata 17537;NA;NA;NA;1973-08-03;ON SANDY COAST, FLS. PURPLE.;NA;Bangkok;Cyanthillium cinereum;Asteraceae;Angiosperm;wfo-0000051035;species;Accepted;(L.) H.Rob.;TRUE;"<ul>
	<li>Species  : <i>Cyanthillium cinereum</i> (L.) H.Rob.</li>
	<li>Family   : Asteraceae</li>
	<li>Author   : (L.) Less</li>
	<li>Elevation: NA</li>
	<li>Date     : 1973-08-03</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;359
Connaraceae;Connarus semidecandrus;Jack;L.Vanpruk 961;NA;NA;0;NA;SHRUB- DATE: MAT 1920;NA;Bangkok;Connarus semidecandrus;Connaraceae;Angiosperm;wfo-0000618259;species;Accepted;Jack;TRUE;"<ul>
	<li>Species  : <i>Connarus semidecandrus</i> Jack</li>
	<li>Family   : Connaraceae</li>
	<li>Author   : Jack</li>
	<li>Elevation: 0</li>
	<li>Date     : NA</li>
	<li>Source   : BKF</li>
</ul>";NA;NA;NA;NA;360
